Date;Collectivité;Instance;Numero delib;Titre délib;Rapporteur;ID élu;Elu;FONCTION;Theme déport;DELIB_URL;Observations
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0442;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2022;ROUGIER Gaelle;17232-3728;ID AHMED Zahra;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0338;Culture - Action culturelle - Provision Soutien aux projets culturels et à la création – Troisième attribution de subventions 2022;SEMERIL Sébastien;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0442;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2022;ROUGIER Gaelle;17197-3728;CASACUBERTA PALMADA Montserrat;Conseillère municipale déléguée aux politiques linguistiques;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0338;Culture - Action culturelle - Provision Soutien aux projets culturels et à la création – Troisième attribution de subventions 2022;SEMERIL Sébastien;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0443;Enseignement, formation – Activités éducatives périscolaires - Provision Commission Éducation Enfance Jeunesse Sport Quartiers – Deuxième attribution de subventions 2022;ROUGIER Gaelle;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0354;"Sports et jeunesse – Action socio-éducative – Animation dans les quartiers – Équipement de quartier ""Le"" Jeu de Paume"" - Provision Jeu de Paume – Attribution de subvention 2022";STEPHAN Arnaud;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0327;Culture - Action culturelle – Centre Chorégraphique National de Rennes et de Bretagne (CCNRB) - Convention financière de 2023 à 2026;SEMERIL Sébastien;17228-3728;TONON Sélène;Conseillère municipale déléguée aux Musées, à la lecture publique et à la culture ludique;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0444;Sports et jeunesse – Autres actions en faveur de l'enfance – Provision Droits de l'enfant – Deuxième attribution de subventions 2022;ROUGIER Gaelle;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité;Versement de subvention à un organisme privé ou public;;Motif personnel
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0338;Culture - Action culturelle - Provision Soutien aux projets culturels et à la création – Troisième attribution de subventions 2022;SEMERIL Sébastien;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0356;Sports et jeunesse – Action socio-éducative – Autres actions en faveur des jeunes – Provision engagement citoyen – Quatrième attribution de subventions 2022;BOUCHONNET Iris;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0337;"Culture - Action culturelle - Provision ""Soutien technique manifestations"" – Attribution de subventions 2022";CAREIL Benoît;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0447;Famille – Accueil de la petite enfance – Espaces-jeux – Attribution de subvention 2022;ROUGIER Gaelle;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0354;"Sports et jeunesse – Action socio-éducative – Animation dans les quartiers – Équipement de quartier ""Le"" Jeu de Paume"" - Provision Jeu de Paume – Attribution de subvention 2022";STEPHAN Arnaud;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0447;Famille – Accueil de la petite enfance – Espaces-jeux – Attribution de subvention 2022;ROUGIER Gaelle;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0354;"Sports et jeunesse – Action socio-éducative – Animation dans les quartiers – Équipement de quartier ""Le"" Jeu de Paume"" - Provision Jeu de Paume – Attribution de subvention 2022";STEPHAN Arnaud;11097-3728;ZAMORD Priscilla;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0383;Aménagement et services urbains, environnement - Boulevard de Vitré et rue Bourde de la Rogerie - Cession de terrains à Archipel Habitat;HERVE Marc;7338-3728;PUIL Honoré;Conseiller municipal;Cession immobilière;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0412;Administration générale - Laïcité et relation avec les cultes - Provision Laïcité – Attribution de subventions 2022;BOUKHENOUFA Flavie;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0400;Action économique –  Maison de la Consommation et de l'Environnement – Convention - Renouvellement;HERVE Marc;9821-3728;GUILLOTIN Daniel;Conseiller municipal délégué à l'Énergie, au climat, au bâtiment durable et aux matériaux biosourcés, délégué au Quartier Thabor Saint-Hélier;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;9727-3728;PHALIPPOU Catherine;Conseillère municipale déléguée à l'Éducation artistique et à la médiation culturelle;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0412;Administration générale - Laïcité et relation avec les cultes - Provision Laïcité – Attribution de subventions 2022;BOUKHENOUFA Flavie;17234-3728;LEMEILLEUR Claire;Conseillère municipale déléguée au Patrimoine;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;17228-3728;TONON Sélène;Conseillère municipale déléguée aux Musées, à la lecture publique et à la culture ludique;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;7292-3728;SEMERIL Sébastien;9è adjoint délégué à la Communication et à l'événementiel;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;17223-3728;GANDON Carole;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;9725-3728;MARIE Anabel;Conseillère municipale déléguée à l'Europe;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0434;SUB AUTRES;NOISETTE Nadège;17126-3728;CHAPELLON Didier;7è adjoint délégué à la Biodiversité;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;17126-3728;CHAPELLON Didier;7è adjoint délégué à la Biodiversité;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0434;SUB AUTRES;NOISETTE Nadège;17127-3728;FOUILLERE Christophe;21è adjoint délégué au vieillissement et au Quartier Villejean-Beauregard;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0434;SUB AUTRES;NOISETTE Nadège;17195-3728;COMPAGNON Charles;Conseiller municipal;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;17196-3728;CAROFF-URFER Sandrine;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0434;SUB AUTRES;NOISETTE Nadège;17082-3728;BOUCHER Nicolas;Conseiller municipal;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0434;SUB AUTRES;NOISETTE Nadège;17234-3728;LEMEILLEUR Claire;Conseillère municipale déléguée au Patrimoine;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;7338-3728;PUIL Honoré;Conseiller municipal;Versement de subvention à un organisme privé ou public;;Membre dirigeant de l'organisme bénéficiare
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;9760-3728;LAHAIS Tristan;Conseiller municipal;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0058;Administration générale – Désignation de représentants au conseil d'administration du Centre Communal d'Action Sociale – Modification;M. HERVE;17087-3728;DU PLESSIS D'ARGENTRE Laureline;Conseillère municipale;Désignation de représentants;;Désignation de représentants
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0058;Administration générale – Désignation de représentants au conseil d'administration du Centre Communal d'Action Sociale – Modification;M. HERVE;17120-3728;MONNIER Jean-François;17è adjoint délégué au Handicap;Désignation de représentants;;Désignation de représentants
2022-10-17;Ville de Rennes;Conseil Municipal;2022_0296;Sports et jeunesse – Animation sportive - Provision pour manifestations sportives – Troisième attribution de subventions 2022;BOURCIER Frédéric;17234-3728;LEMEILLEUR Claire;Conseillère municipale déléguée au Patrimoine;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/9c7d3902f39ad2a6640fe896158c965845955055c59dc8617acf08f783f3dbce.pdf;Motif personnel
2022-10-17;Ville de Rennes;Conseil Municipal;2022_0309;Aménagement et services urbains, environnement – ZAC EuroRennes – Rue Lucien Decombe - Cession à Territoires Publics;LE BOUGEANT Didier;9773-3728;FAUCHEUX Valérie;14è adjointe déléguée aux Mobilités et aux déplacements;Actes immobiliers;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/68904b90779986b042718ab8210a84a29b58b799dbe81f3a1f98f082d35363a1.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-10-17;Ville de Rennes;Conseil Municipal;2022_0309;Aménagement et services urbains, environnement – ZAC EuroRennes – Rue Lucien Decombe - Cession à Territoires Publics;LE BOUGEANT Didier;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Actes immobiliers;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/68904b90779986b042718ab8210a84a29b58b799dbe81f3a1f98f082d35363a1.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0021;Aménagement et services urbains, environnement - ZAC du Haut Sancé – Lot D2 – Cession à Archipel Habitat;HERVE Marc;9728-3728;CONDOLF-FEREC Muriel;Conseillère municipale déléguée à l'Enfance, la parentalité et la réussite éducative;Cession immobilière;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0027B;Administration générale – Commission d'Appel d'Offres à caractère permanent – Désignation des membres – Modification;NOISETTE Nadège;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Désignation;;Représentant de  VDR ou RM auprès de l'organisme
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0027B;Administration générale – Commission d'Appel d'Offres à caractère permanent – Désignation des membres – Modification;NOISETTE Nadège;7301-3728;HERVE Marc;1er adjoint délégué à l'Urbanisme;Désignation;;Représentant de  VDR ou RM auprès de l'organisme
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0009;Culture - Cinémas et autres salles de spectacle – Salles Le Liberté, l'Étage et le MusikHALL - Contrat de concession de service public avec Citédia Services – Deuxième avenant - Modification des tarifs;LE BOUGEANT Didier;9804-3728;GOATER Jean-Marie;Conseiller municipal délégué à l'Animal dans la ville;concession de service public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0017;Administration générale – Désignation de représentants au conseil d'administration du Centre Communal d'Action Sociale – Modification;HERVE Marc;17235-3728;JEHANNO Anaïs;Conseillère municipale;Désignation;;Représentant de  VDR ou RM auprès de l'organisme
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0017;Administration générale – Désignation de représentants au conseil d'administration du Centre Communal d'Action Sociale – Modification;HERVE Marc;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Désignation;;Représentant de  VDR ou RM auprès de l'organisme
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0027B;Administration générale – Commission d'Appel d'Offres à caractère permanent – Désignation des membres – Modification;NOISETTE Nadège;17127-3728;FOUILLERE Christophe;21è adjoint délégué au vieillissement et au Quartier Villejean-Beauregard;Désignation;;Représentant de  VDR ou RM auprès de l'organisme
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0027B;Administration générale – Commission d'Appel d'Offres à caractère permanent – Désignation des membres – Modification;NOISETTE Nadège;9760-3728;LAHAIS Tristan;Conseiller municipal;Désignation;;Représentant de  VDR ou RM auprès de l'organisme
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0163;Enseignement, formation – Activités éducatives périscolaires - Provision Commission Éducation Enfance Jeunesse Sport Quartiers – Première attribution de subventions 2022;ROUGIER Gaëlle;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/4328bc3341b47b1f58cc30a86e3824cb49c523255fccd6d3b9732cf6ec6fdc40.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0163;Enseignement, formation – Activités éducatives périscolaires - Provision Commission Éducation Enfance Jeunesse Sport Quartiers – Première attribution de subventions 2022;ROUGIER Gaëlle;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/4328bc3341b47b1f58cc30a86e3824cb49c523255fccd6d3b9732cf6ec6fdc40.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0169;Culture - Action culturelle - Provision aux résidences artistiques - Première attribution de subventions 2022;CAREIL Benoît;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/b59249935e5a44a122eadbe0a1099b1b88dc14d650775256cf0020df2b4629e8.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0169;Culture - Action culturelle - Provision aux résidences artistiques - Première attribution de subventions 2022;CAREIL Benoît;17228-3728;TONON Sélène;Conseillère municipale déléguée aux Musées, à la lecture publique et à la culture ludique;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/b59249935e5a44a122eadbe0a1099b1b88dc14d650775256cf0020df2b4629e8.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0180;Sports et jeunesse - Action socio-éducative - Équipement - Provision Locaux Collectifs Résidentiels - Aménagements 2022 - Première attribution de subventions 2022;ANDRO Rozenn;7338-3728;PUIL Honoré;Conseiller municipal;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/bf04b0ca8e492f6211efe092660c74dfea1be17f4f34e834194097eae6a010b6.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0182;"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022";SEMERIL Sébastien;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/78d2526b6f7c8622576b8f071663f6e116edc44188fa2ee4594043d5f3e206b5.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0182;"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022";SEMERIL Sébastien;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/78d2526b6f7c8622576b8f071663f6e116edc44188fa2ee4594043d5f3e206b5.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0182;"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022";SEMERIL Sébastien;9760-3728;LAHAIS Tristan;Conseiller municipal;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/78d2526b6f7c8622576b8f071663f6e116edc44188fa2ee4594043d5f3e206b5.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0184;Sports et jeunesse - Action socio-éducative - Provision Fonds d'Aide à la Vie Associative - Troisième attribution de subventions 2023;ANDRO Rozenn;17196-3728;CAROFF-URFER Sandrine;Conseillère municipale;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/d30c71c4ed0474935b76f0aae59b9f1f24207f744fd70e9e53e7d6ea8c405482.pdf;Motif personnel
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0203;Aménagement et services urbains, environnement – Le Blosne – Cession d'un terrain bâti – Approbation;HERVE Marc;9728-3728;CONDOLF-FEREC Muriel;Conseillère municipale déléguée à l'Enfance, la parentalité et la réussite éducative;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/7a3fcf1553753eb11ae6811c1bb5323881a599afd7da03a7ef2b97838811e0b0.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0204;Aménagement et services urbains, environnement – Atelier Bois – 4 allée Joseph Gemain – Acquisition;HERVE Marc;7338-3728;PUIL Honoré;Conseiller municipal;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/39582142148c506b83fe44bf145122093cb71cfe97bbde9fe58b3d6dd533646f.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0217;Aménagement et services urbains, environnement - Politique de la Ville – Contrat de Ville - Provision pour diverses actions – Deuxième attribution de subventions 2022;FOUILLERE Christophe;7285-3728;NADESAN Yannick;5è adjoint délégué à la Santé;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/92e693c8abf2cd1dbfc106d922d357d58dd9f7fc6b74ad3728d4e105c49be09b.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0220;Aménagement et services urbains, environnement – Provision actions quartiers – Deuxième attribution de subventions 2022;BRIERO Lenaïck;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/959f0a2085ba58e6034ad02bee95e6d17481c802f19d8e43e56478ae2a106a83.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0220;Aménagement et services urbains, environnement – Provision actions quartiers – Deuxième attribution de subventions 2022;BRIERO Lenaïck;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/959f0a2085ba58e6034ad02bee95e6d17481c802f19d8e43e56478ae2a106a83.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0225;Action économique - Actions pour l'emploi - Provision pour emploi associatif local - Conventions bipartites - Deuxième attribution de subventions 2022;ANDRO Rozenn;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/558b62d907df8aafb327131953a05d22888982b08ea5e56a8b4fc97345afb349.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
